Procedure Description,Patient Class (Inpatient/Outpatient),Code,Quantity,Rev Code,Gross Charge,Discounted Cash Price (Uninsured Discount 35%),Derived Negotiated Rate Estimate Min,Derived Negotiated Rate Estimate Max,Derived Negotiated Rate Estimate Min.1,Derived Negotiated Rate Estimate Max.1,Derived Negotiated Rate Estimate Min.2,Derived Negotiated Rate Estimate Max.2,HCPCS,HCPCS description
Hc Radiopharm Therapy Intra Arterial Administration,Outpatient,CPT® 79445,1,0342 - NUCLEAR MEDICINE THERAPEUTIC,1909.0,1240.8500000000001,1576.83,1758.19,305.44,362.71,250.41,250.41,79445,Nuclear rx intra-arterial
Hc Basic Metabolic Panel Calcium Ionized,Outpatient,CPT® 80047,1,0301 - LABORATORY CHEMISTRY,36.0,23.400000000000002,29.74,33.16,5.76,6.84,14.28,14.28,80047,Metabolic panel ionized ca
Hc Mstu Basic Metabolic Panel Calcium Ionized,Outpatient,CPT® 80047,1,0301 - LABORATORY CHEMISTRY,104.0,67.60000000000001,85.9,95.78,16.64,19.76,14.28,14.28,80047,Metabolic panel ionized ca
"Hc Fsed Basic Metabolic Panel Calcium, Ionized",Outpatient,CPT® 80047,1,0301 - LABORATORY CHEMISTRY,36.0,23.400000000000002,29.74,33.16,5.76,6.84,14.28,14.28,80047,Metabolic panel ionized ca
Hc Basic Metabolic Panel Calcium Total,Outpatient,CPT® 80048,1,0301 - LABORATORY CHEMISTRY,43.0,27.95,35.52,39.6,6.88,8.17,8.8,8.8,80048,Metabolic panel total ca
Hc Fsed Basic Metabolic Panel Calcium Total,Outpatient,CPT® 80048,1,0301 - LABORATORY CHEMISTRY,43.0,27.95,35.52,39.6,6.88,8.17,8.8,8.8,80048,Metabolic panel total ca
Hc General Health Panel,Outpatient,CPT® 80050,1,0301 - LABORATORY CHEMISTRY,134.0,87.10000000000001,110.68,123.41,21.44,25.46,,,80050,General health panel
Hc Electrolyte Panel,Outpatient,CPT® 80051,1,0301 - LABORATORY CHEMISTRY,32.0,20.8,26.43,29.47,5.12,6.08,7.29,7.29,80051,Electrolyte panel
FSED ELECTROLYTE PANEL,Outpatient,CPT® 80051,1,0301 - LABORATORY CHEMISTRY,32.0,20.8,26.43,29.47,5.12,6.08,7.29,7.29,80051,Electrolyte panel
Hc Comprehensive Metabolic Panel,Outpatient,CPT® 80053,1,0301 - LABORATORY CHEMISTRY,50.0,32.5,41.3,46.05,8.0,9.5,10.98,10.98,80053,Comprehen metabolic panel
Hc Fsed Comprehensive Metabolic Panel,Outpatient,CPT® 80053,1,0301 - LABORATORY CHEMISTRY,50.0,32.5,41.3,46.05,8.0,9.5,10.98,10.98,80053,Comprehen metabolic panel
Hc Obstetric Panel,Outpatient,CPT® 80055,1,0301 - LABORATORY CHEMISTRY,206.0,133.9,170.16,189.73,32.96,39.14,49.72,49.72,80055,Obstetric panel
Hc Lipid Panel,Outpatient,CPT® 80061,1,0301 - LABORATORY CHEMISTRY,43.0,27.95,35.52,39.6,6.88,8.17,13.93,13.93,80061,Lipid panel
Hc Lipid Panel So,Outpatient,CPT® 80061,1,0301 - LABORATORY CHEMISTRY,45.0,29.25,37.17,41.45,7.2,8.55,13.93,13.93,80061,Lipid panel
Hc Renal Function Panel,Outpatient,CPT® 80069,1,0301 - LABORATORY CHEMISTRY,40.0,26.0,6.8,17.74,6.4,7.6,9.03,9.03,80069,Renal function panel
Hc Fsed Renal Function Panel,Outpatient,CPT® 80069,1,0301 - LABORATORY CHEMISTRY,40.0,26.0,6.8,17.74,6.4,7.6,9.03,9.03,80069,Renal function panel
Hc Hepatitis Panel Acute,Outpatient,CPT® 80074,1,0301 - LABORATORY CHEMISTRY,242.0,157.3,199.89,222.88,38.72,45.980000000000004,49.54,49.54,80074,Acute hepatitis panel
Hc Hepatic Function Panel,Outpatient,CPT® 80076,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,8.5,8.5,80076,Hepatic function panel
DRUG ASSAY ACETAMINOPHEN,Outpatient,CPT® 80143,1,0301 - LABORATORY CHEMISTRY,66.0,42.9,54.52,60.79,10.56,12.540000000000001,19.39,19.39,80143,Drug assay acetaminophen
Hc Adalimumab So,Outpatient,CPT® 80145,1,0301 - LABORATORY CHEMISTRY,773.0,502.45000000000005,30.77,711.93,123.68,146.87,40.11,40.11,80145,Drug assay adalimumab
Hc Amikacin,Outpatient,CPT® 80150,1,0301 - LABORATORY CHEMISTRY,61.0,39.65,13.23,30.79,9.76,11.59,15.68,15.68,80150,Assay of amikacin
DRUG ASSAY AMIODARONE SENDOUT,Outpatient,CPT® 80151,1,0301 - LABORATORY CHEMISTRY,52.0,33.800000000000004,23.4,47.89,8.32,9.88,19.39,19.39,80151,Drug assay amiodarone
CAFFEINE SENDOUT,Outpatient,CPT® 80155,1,0301 - LABORATORY CHEMISTRY,97.0,63.050000000000004,80.12,89.34,15.52,18.43,40.11,40.11,80155,Drug assay caffeine
Hc Carbamazepine Total,Outpatient,CPT® 80156,1,0301 - LABORATORY CHEMISTRY,46.0,29.900000000000002,11.4,29.75,7.36,8.74,15.15,15.15,80156,Assay carbamazepine total
Hc Carbamazepine Total So,Outpatient,CPT® 80156,1,0301 - LABORATORY CHEMISTRY,75.0,48.75,11.4,29.75,12.0,14.25,15.15,15.15,80156,Assay carbamazepine total
CARBAMAZEPINE FREE SENDOUT,Outpatient,CPT® 80157,1,0301 - LABORATORY CHEMISTRY,125.0,81.25,56.25,115.13,20.0,23.75,13.78,13.78,80157,Assay carbamazepine free
Hc Cyclosporine Level So,Outpatient,CPT® 80158,1,0301 - LABORATORY CHEMISTRY,42.0,27.3,13.65,36.87,6.72,7.98,18.77,18.77,80158,Drug assay cyclosporine
CLOZAPINE CLOZARIL SENDOUT,Outpatient,CPT® 80159,1,0301 - LABORATORY CHEMISTRY,68.0,44.2,16.69,62.63,10.88,12.92,20.96,20.96,80159,Drug assay clozapine
"ASY CARBAMAZEPINE; -10, 11-EPOXIDE SENDOUT",Outpatient,CPT® 80161,1,0301 - LABORATORY CHEMISTRY,50.0,32.5,41.3,46.05,8.0,9.5,,,80161,"Asy carbamazepin 10,11-epxid"
Hc Digoxin,Outpatient,CPT® 80162,1,0301 - LABORATORY CHEMISTRY,49.0,31.85,40.47,45.13,7.84,9.31,13.81,13.81,80162,Assay of digoxin total
Hc Digoxin Free So,Outpatient,CPT® 80163,1,0301 - LABORATORY CHEMISTRY,434.0,282.1,358.48,399.71,69.44,82.46000000000001,,,80163,Assay of digoxin free
Hc Valproic Acid,Outpatient,CPT® 80164,1,0301 - LABORATORY CHEMISTRY,36.0,23.400000000000002,29.74,33.16,5.76,6.84,14.08,14.08,80164,Assay dipropylacetic acd tot
Hc Valproic Acid Free,Outpatient,CPT® 80165,1,0301 - LABORATORY CHEMISTRY,19.0,12.35,15.69,17.5,3.04,3.61,14.08,14.08,80165,Dipropylacetic acid free
DRUG ASSAY FELBAMATE SENDOUT,Outpatient,CPT® 80167,1,0301 - LABORATORY CHEMISTRY,92.0,59.800000000000004,75.99,84.73,14.72,17.48,19.39,19.39,80167,Drug assay felbamate
ETHOSUXIMIDE SENDOUT,Outpatient,CPT® 80168,1,0301 - LABORATORY CHEMISTRY,75.0,48.75,14.09,33.39,12.0,14.25,16.99,16.99,80168,Assay of ethosuximide
Hc Everolimus,Outpatient,CPT® 80169,1,0301 - LABORATORY CHEMISTRY,73.0,47.45,12.39,67.23,11.68,13.870000000000001,14.28,14.28,80169,Drug assay everolimus
Hc Gentamicin,Outpatient,CPT® 80170,1,0301 - LABORATORY CHEMISTRY,32.0,20.8,26.43,29.47,5.12,6.08,17.04,17.04,80170,Assay of gentamicin
NEURONTIN GABAPENTIN SENDOUT,Outpatient,CPT® 80171,1,0301 - LABORATORY CHEMISTRY,97.0,63.050000000000004,80.12,89.34,15.52,18.43,22.54,22.54,80171,Drug screen quant gabapentin
HALOPERIDOL SENDOUT,Outpatient,CPT® 80173,1,0301 - LABORATORY CHEMISTRY,146.0,94.9,120.6,134.47,23.36,27.740000000000002,16.41,16.41,80173,Assay of haloperidol
Hc Lamotrigine Lamictal,Outpatient,CPT® 80175,1,0301 - LABORATORY CHEMISTRY,97.0,63.050000000000004,11.97,89.34,15.52,18.43,13.78,13.78,80175,Drug screen quan lamotrigine
LIDOCAINE SENDOUT,Outpatient,CPT® 80176,1,0301 - LABORATORY CHEMISTRY,125.0,81.25,11.5,30.0,20.0,23.75,15.28,15.28,80176,Assay of lidocaine
LEVETIRACETAM KEPPRA,Outpatient,CPT® 80177,1,0301 - LABORATORY CHEMISTRY,197.0,128.05,11.97,181.44,31.52,37.43,13.78,13.78,80177,Drug scrn quan levetiracetam
Hc Lithium,Outpatient,CPT® 80178,1,0301 - LABORATORY CHEMISTRY,44.0,28.6,5.18,13.51,7.04,8.36,6.87,6.87,80178,Assay of lithium
DRUG ASSAY SALICYLATE,Outpatient,CPT® 80179,1,0301 - LABORATORY CHEMISTRY,66.0,42.9,54.52,60.79,10.56,12.540000000000001,19.39,19.39,80179,Drug assay salicylate
MYCOPHENOLIC ACID SENDOUT,Outpatient,CPT® 80180,1,0301 - LABORATORY CHEMISTRY,97.0,63.050000000000004,80.12,89.34,15.52,18.43,18.77,18.77,80180,Drug scrn quan mycophenolate
DRUG ASSAY FLECAINIDE SENDOUT,Outpatient,CPT® 80181,1,0301 - LABORATORY CHEMISTRY,81.0,52.65,36.45,74.6,12.96,15.39,19.39,19.39,80181,Drug assay flecainide
OXCARBAZEPINE TRILEPTAL SENDOUT,Outpatient,CPT® 80183,1,0301 - LABORATORY CHEMISTRY,97.0,63.050000000000004,80.12,89.34,15.52,18.43,13.78,13.78,80183,Drug scrn quant oxcarbazepin
Hc Phenobarbital,Outpatient,CPT® 80184,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,8.49,19.15,3.36,3.99,15.91,15.91,80184,Assay of phenobarbital
Hc Phenobarbital So,Outpatient,CPT® 80184,1,0301 - LABORATORY CHEMISTRY,64.0,41.6,8.49,19.15,10.24,12.16,15.91,15.91,80184,Assay of phenobarbital
Hc Phenytoin Total,Outpatient,CPT® 80185,1,0301 - LABORATORY CHEMISTRY,46.0,29.900000000000002,10.37,29.14,7.36,8.74,13.78,13.78,80185,Assay of phenytoin total
Hc Phenytoin Free,Outpatient,CPT® 80186,1,0301 - LABORATORY CHEMISTRY,120.0,78.0,54.0,110.52,19.2,22.8,14.31,14.31,80186,Assay of phenytoin free
Hc Posaconazole So,Outpatient,CPT® 80187,1,0301 - LABORATORY CHEMISTRY,279.0,181.35,21.61,256.96,44.64,53.01,28.19,28.19,80187,Drug assay posaconazole
Hc Primidone So,Outpatient,CPT® 80188,1,0301 - LABORATORY CHEMISTRY,111.0,72.15,49.95,102.23,17.76,21.09,17.25,17.25,80188,Assay of primidone
DRUG ASSAY ITRACONAZOLE SENDOUT,Outpatient,CPT® 80189,1,0301 - LABORATORY CHEMISTRY,106.0,68.9,87.56,97.63,16.96,20.14,28.19,28.19,80189,Drug assay itraconazole
Hc Procainamide Total So,Outpatient,CPT® 80190,1,0301 - LABORATORY CHEMISTRY,63.0,40.95,52.04,58.02,10.08,11.97,,,80190,Assay of procainamide
Hc Procainamide So,Outpatient,CPT® 80192,1,0301 - LABORATORY CHEMISTRY,63.0,40.95,52.04,58.02,10.08,11.97,,,80192,Assay of procainamide
DRUG ASSAY LEFLUNOMIDE SENDOUT,Outpatient,CPT® 80193,1,0301 - LABORATORY CHEMISTRY,82.0,53.300000000000004,36.9,75.52,13.120000000000001,15.58,40.11,40.11,80193,Drug assay leflunomide
QUINIDINE SENDOUT,Outpatient,CPT® 80194,1,0301 - LABORATORY CHEMISTRY,98.0,63.7,80.95,90.26,15.68,18.62,,,80194,Assay of quinidine
SIROLIMUS SENDOUT,Outpatient,CPT® 80195,1,0301 - LABORATORY CHEMISTRY,46.0,29.900000000000002,11.38,28.04,7.36,8.74,14.28,14.28,80195,Assay of sirolimus
Hc Tacrolimus,Outpatient,CPT® 80197,1,0301 - LABORATORY CHEMISTRY,83.0,53.95,12.04,28.04,13.280000000000001,15.77,14.28,14.28,80197,Assay of tacrolimus
Hc Theophylline,Outpatient,CPT® 80198,1,0301 - LABORATORY CHEMISTRY,60.0,39.0,27.0,55.26,9.6,11.4,14.71,14.71,80198,Assay of theophylline
TIAGABINE GABITRIL SENDOUT,Outpatient,CPT® 80199,1,0301 - LABORATORY CHEMISTRY,97.0,63.050000000000004,16.29,89.34,15.52,18.43,28.19,28.19,80199,Drug screen quant tiagabine
Hc Tobramycin,Outpatient,CPT® 80200,1,0301 - LABORATORY CHEMISTRY,66.0,42.9,54.52,60.79,10.56,12.540000000000001,16.78,16.78,80200,Assay of tobramycin
TOPIRAMATE SENDOUT,Outpatient,CPT® 80201,1,0301 - LABORATORY CHEMISTRY,88.0,57.2,72.69,81.05,14.08,16.72,12.4,12.4,80201,Assay of topiramate
Hc Vancomycin,Outpatient,CPT® 80202,1,0301 - LABORATORY CHEMISTRY,47.0,30.55,38.82,43.29,7.5200000000000005,8.93,14.08,14.08,80202,Assay of vancomycin
ZONISAMIDE ZONEGRAN SENDOUT,Outpatient,CPT® 80203,1,0301 - LABORATORY CHEMISTRY,97.0,63.050000000000004,80.12,89.34,15.52,18.43,13.78,13.78,80203,Drug screen quant zonisamide
DRUG ASSAY METHOTREXATE,Outpatient,CPT® 80204,1,0301 - LABORATORY CHEMISTRY,537.0,349.05,241.65,494.58,85.92,102.03,40.11,40.11,80204,Drug assay methotrexate
DRUG ASSAY RUFINAMIDE SENDOUT,Outpatient,CPT® 80210,1,0301 - LABORATORY CHEMISTRY,106.0,68.9,87.56,97.63,16.96,20.14,,,80210,Drug assay rufinamide
Hc Infliximab So,Outpatient,CPT® 80230,1,0301 - LABORATORY CHEMISTRY,773.0,502.45000000000005,30.77,711.93,123.68,146.87,40.11,40.11,80230,Drug assay infliximab
Hc Lacosamide So,Outpatient,CPT® 80235,1,0301 - LABORATORY CHEMISTRY,171.0,111.15,141.25,157.49,27.36,32.49,28.19,28.19,80235,Drug assay lacosamide
Hc Vedolizumab So,Outpatient,CPT® 80280,1,0301 - LABORATORY CHEMISTRY,773.0,502.45000000000005,30.77,711.93,123.68,146.87,40.11,40.11,80280,Drug assay vedolizumab
Hc Voriconazole So,Outpatient,CPT® 80285,1,0301 - LABORATORY CHEMISTRY,171.0,111.15,76.95,157.49,27.36,32.49,28.19,28.19,80285,Drug assay voriconazole
Hc Drug Quantitative,Outpatient,CPT® 80299,1,0301 - LABORATORY CHEMISTRY,549.0,356.85,453.47,505.63,87.84,104.31,19.39,19.39,80299,Quantitative assay drug
Hc Drug Quantitative Nes So,Outpatient,CPT® 80299,1,0301 - LABORATORY CHEMISTRY,171.0,111.15,141.25,157.49,27.36,32.49,19.39,19.39,80299,Quantitative assay drug
Hc Drug Qnt Nes Special So,Outpatient,CPT® 80299,1,0301 - LABORATORY CHEMISTRY,773.0,502.45000000000005,638.5,711.93,123.68,146.87,19.39,19.39,80299,Quantitative assay drug
Hc Fsed Drug Test Prsmv Dir Opt Obs,Outpatient,CPT® 80305,1,0301 - LABORATORY CHEMISTRY,79.0,51.35,65.25,72.76,12.64,15.01,13.1,13.1,80305,Drug test prsmv dir opt obs
Hc Drug Test Prsmv Chem Anlyzr,Outpatient,CPT® 80307,1,0301 - LABORATORY CHEMISTRY,82.0,53.300000000000004,67.73,75.52,13.120000000000001,15.58,64.63,64.63,80307,Drug test prsmv chem anlyzr
Hc Drug Test Prsmv Chem Anlyzer So,Outpatient,CPT® 80307,1,0301 - LABORATORY CHEMISTRY,94.0,61.1,77.64,86.57,15.040000000000001,17.86,64.63,64.63,80307,Drug test prsmv chem anlyzr
Hc Drug Test Prsmv Chem Anlyzer Special So,Outpatient,CPT® 80307,1,0301 - LABORATORY CHEMISTRY,711.0,462.15000000000003,587.29,654.83,113.76,135.09,64.63,64.63,80307,Drug test prsmv chem anlyzr
Hc Alcohols,Outpatient,CPT® 80320,1,0301 - LABORATORY CHEMISTRY,50.0,32.5,41.3,46.05,8.0,9.5,,,80320,Drug screen quantalcohols
Hc Alcohols So,Outpatient,CPT® 80320,1,0301 - LABORATORY CHEMISTRY,50.0,32.5,41.3,46.05,8.0,9.5,,,80320,Drug screen quantalcohols
ALCOHOLS SO,Outpatient,CPT® 80320,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80320,Drug screen quantalcohols
Hc Ethyl Glucuronide Etg,Outpatient,CPT® 80321,1,0301 - LABORATORY CHEMISTRY,443.0,287.95,365.92,408.0,70.88,84.17,,,80321,Alcohols biomarkers 1or 2
ALCOHOL BIOMARKERS; 1-2 SO,Outpatient,CPT® 80321,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80321,Alcohols biomarkers 1or 2
ML ALCOHOL BIOMARKERS; 3+ SO,Outpatient,CPT® 80322,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80322,Alcohols biomarkers 3/more
Hc Nicotine,Outpatient,CPT® 80323,1,0301 - LABORATORY CHEMISTRY,128.0,83.2,13.58,117.89,20.48,24.32,,,80323,Alkaloids nos
Hc Alkoloids Nos So,Outpatient,CPT® 80323,1,0301 - LABORATORY CHEMISTRY,332.0,215.8,13.58,305.77,53.120000000000005,63.08,,,80323,Alkaloids nos
ALKALOIDS NOS SO,Outpatient,CPT® 80323,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,13.58,49.21,3.36,3.99,,,80323,Alkaloids nos
AMPHETAMINE OR METHAMPHETAMINE SENDOUT,Outpatient,CPT® 80324,1,0301 - LABORATORY CHEMISTRY,76.0,49.4,62.78,70.0,12.16,14.44,,,80324,Drug screen amphetamines 1/2
AMPHETAMINES; 1 OR 2 SO,Outpatient,CPT® 80324,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80324,Drug screen amphetamines 1/2
Hc Ml Amphetamines; 3-4 So,Outpatient,CPT® 80325,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,8.57,37.67,3.36,3.99,,,80325,Amphetamines 3or 4
Hc Amphetamines 5 Or More So,Outpatient,CPT® 80326,1,0301 - LABORATORY CHEMISTRY,303.0,196.95000000000002,6.19,279.06,48.480000000000004,57.57,,,80326,Amphetamines 5 or more
Hc Ml Amphetamines; 5+ So,Outpatient,CPT® 80326,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,6.19,28.36,3.36,3.99,,,80326,Amphetamines 5 or more
Hc Dihydrotestosterone Dht,Outpatient,CPT® 80327,1,0301 - LABORATORY CHEMISTRY,103.0,66.95,14.77,183.98,16.48,19.57,,,80327,Anabolic steroid 1 or 2
ANABOLIC STEROIDS; 1-2 SO,Outpatient,CPT® 80327,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,14.77,183.98,3.36,3.99,,,80327,Anabolic steroid 1 or 2
Hc Salicylate,Outpatient,CPT® 80329,1,0301 - LABORATORY CHEMISTRY,54.0,35.1,44.6,49.73,8.64,10.26,,,80329,Analgesics non-opioid 1 or 2
Hc Analgesics Non-opiod; 1 Or 2,Outpatient,CPT® 80329,1,0301 - LABORATORY CHEMISTRY,66.0,42.9,54.52,60.79,10.56,12.540000000000001,,,80329,Analgesics non-opioid 1 or 2
ANALGESICS NON-OPIOD; 1-2 SO,Outpatient,CPT® 80329,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80329,Analgesics non-opioid 1 or 2
Hc Antidepressants Class; 1- 2 So,Outpatient,CPT® 80332,1,0301 - LABORATORY CHEMISTRY,228.0,148.20000000000002,188.33,209.99,36.480000000000004,43.32,,,80332,Antidepressants class 1 or 2
"ANTIDEPRESSANTS, SEROTONERGIC CLASS; 1 OR 2 SO",Outpatient,CPT® 80332,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80332,Antidepressants class 1 or 2
Hc Tca; 1- 2 So,Outpatient,CPT® 80332,1,0301 - LABORATORY CHEMISTRY,29.0,18.85,23.95,26.71,4.64,5.51,,,80332,Antidepressants class 1 or 2
Hc Antidepressants Class; 3-5 So,Outpatient,CPT® 80333,1,0301 - LABORATORY CHEMISTRY,218.0,141.70000000000002,9.76,200.78,34.88,41.42,,,80333,Antidepressants class 3-5
"Hc Ml Antidepressants, Serotonergic Class; 3-5 So",Outpatient,CPT® 80333,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,9.76,22.43,3.36,3.99,,,80333,Antidepressants class 3-5
Hc Antidepressants Tricyclic And Other Cyclicals; 1-2 So,Outpatient,CPT® 80335,1,0301 - LABORATORY CHEMISTRY,123.0,79.95,101.6,113.28,19.68,23.37,,,80335,Antidepressant tricyclic 1/2
"ANTIDEPRESSANTS, TRICYCLIC AND OTHER CYCLICALS; 1 OR 2 SO",Outpatient,CPT® 80335,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80335,Antidepressant tricyclic 1/2
Hc Antidepressants Tca And Other Cyclicals; 1-2 So,Outpatient,CPT® 80335,1,0301 - LABORATORY CHEMISTRY,12.0,7.800000000000001,9.91,11.05,1.92,2.2800000000000002,,,80335,Antidepressant tricyclic 1/2
"Hc Ml Antidepressants, Tricyclic And Other Cyclicals; 3-5 So",Outpatient,CPT® 80336,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,13.33,51.29,3.36,3.99,,,80336,Antidepressant tricyclic 3-5
Hc Antidepressants Tricyclic And Other Cyclicals; 6 Or More So,Outpatient,CPT® 80337,1,0301 - LABORATORY CHEMISTRY,123.0,79.95,6.91,113.28,19.68,23.37,,,80337,Tricyclic & cyclicals 6/more
Hc Antidepressant Not Specified So,Outpatient,CPT® 80338,1,0301 - LABORATORY CHEMISTRY,189.0,122.85000000000001,8.34,174.07,30.240000000000002,35.910000000000004,,,80338,Antidepressant not specified
ANTIDEPRESSANTS NOS SO,Outpatient,CPT® 80338,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,8.34,25.74,3.36,3.99,,,80338,Antidepressant not specified
Hc Methsuximide,Outpatient,CPT® 80339,1,0301 - LABORATORY CHEMISTRY,175.0,113.75,3.34,161.18,28.0,33.25,,,80339,Antiepileptics nos 1-3
Hc Antiepileptics Nos 1 To 3 So,Outpatient,CPT® 80339,1,0301 - LABORATORY CHEMISTRY,250.0,162.5,3.34,230.25,40.0,47.5,,,80339,Antiepileptics nos 1-3
ANTIEPILEPTICS NOS; 1-3 SO,Outpatient,CPT® 80339,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,3.34,89.76,3.36,3.99,,,80339,Antiepileptics nos 1-3
Hc Antipsychotics Nos 1 To 3 So,Outpatient,CPT® 80342,1,0301 - LABORATORY CHEMISTRY,231.0,150.15,190.81,212.75,36.96,43.89,,,80342,Antipsychotics nos 1-3
ANTIPSYCHOTICS NOS; 1-3 SO,Outpatient,CPT® 80342,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80342,Antipsychotics nos 1-3
Hc Ml Antipsychotics Nos; 4-6 So,Outpatient,CPT® 80343,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,18.48,24.97,3.36,3.99,,,80343,Antipsychotics nos 4-6
Hc Barbiturate Quantitative So,Outpatient,CPT® 80345,1,0301 - LABORATORY CHEMISTRY,76.0,49.4,62.78,70.0,12.16,14.44,,,80345,Drug screening barbiturates
Hc Ml Barbiturates So,Outpatient,CPT® 80345,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80345,Drug screening barbiturates
Hc Drug Screen Benzodiazepines 1-12 So,Outpatient,CPT® 80346,1,0301 - LABORATORY CHEMISTRY,111.0,72.15,91.69,102.23,17.76,21.09,,,80346,Benzodiazepines1-12
Hc Ml Benzodiazepines; 1-12 So,Outpatient,CPT® 80346,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80346,Benzodiazepines1-12
Hc Benzodiazepines 13 Or More So,Outpatient,CPT® 80347,1,0301 - LABORATORY CHEMISTRY,153.0,99.45,126.38,140.91,24.48,29.07,,,80347,Benzodiazepines 13 or more
BUPRENORPHINE SENDOUT,Outpatient,CPT® 80348,1,0301 - LABORATORY CHEMISTRY,138.0,89.7,113.99,127.1,22.080000000000002,26.22,,,80348,Drug screening buprenorphine
Hc Ml Buprenorphine So,Outpatient,CPT® 80348,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80348,Drug screening buprenorphine
CANNABINOIDS NATURAL SENDOUT,Outpatient,CPT® 80349,1,0301 - LABORATORY CHEMISTRY,97.0,63.050000000000004,80.12,89.34,15.52,18.43,,,80349,Cannabinoids natural
HC ML CANNABINOIDS NATURAL,Outpatient,CPT® 80349,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80349,Cannabinoids natural
Hc Cannabinoids Synthetic 7 Or More So,Outpatient,CPT® 80352,1,0301 - LABORATORY CHEMISTRY,318.0,206.70000000000002,262.67,292.88,50.88,60.42,,,80352,Cannabinoid synthetic 7/more
HC ML CANNABINOIDS SYNTHETIC; 7 OR MORE,Outpatient,CPT® 80352,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80352,Cannabinoid synthetic 7/more
Hc Cocaine Quantitative,Outpatient,CPT® 80353,1,0301 - LABORATORY CHEMISTRY,76.0,49.4,62.78,70.0,12.16,14.44,,,80353,Drug screening cocaine
HC ML COCAINE,Outpatient,CPT® 80353,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80353,Drug screening cocaine
Hc Fentanyl So,Outpatient,CPT® 80354,1,0301 - LABORATORY CHEMISTRY,566.0,367.90000000000003,467.52,521.29,90.56,107.54,,,80354,Drug screening fentanyl
HC ML FENTANYL,Outpatient,CPT® 80354,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80354,Drug screening fentanyl
HC ML GABAPENTIN NON-BLOOD,Outpatient,CPT® 80355,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80355,Gabapentin non-blood
6 MAM URINE SENDOUT,Outpatient,CPT® 80356,1,0301 - LABORATORY CHEMISTRY,271.0,176.15,223.85,249.59,43.36,51.49,,,80356,Heroin metabolite
HC ML HEROIN METABOLITE,Outpatient,CPT® 80356,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80356,Heroin metabolite
Hc Ketamine And Norketamine,Outpatient,CPT® 80357,1,0301 - LABORATORY CHEMISTRY,641.0,416.65000000000003,8.1,590.36,102.56,121.79,,,80357,Ketamine and norketamine
HC ML KETAMINE AND NORKETAMINE,Outpatient,CPT® 80357,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,8.1,20.96,3.36,3.99,,,80357,Ketamine and norketamine
METHADONE DOLOPHINE SENDOUT,Outpatient,CPT® 80358,1,0301 - LABORATORY CHEMISTRY,133.0,86.45,109.86,122.49,21.28,25.27,,,80358,Drug screening methadone
Hc Methadone Assay,Outpatient,CPT® 80358,1,0301 - LABORATORY CHEMISTRY,93.0,60.45,76.82,85.65,14.88,17.67,,,80358,Drug screening methadone
HC ML METHADONE,Outpatient,CPT® 80358,1,0301 - LABORATORY CHEMISTRY,21.0,13.65,17.35,19.34,3.36,3.99,,,80358,Drug screening methadone
